Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/05 10:08:15 PM GMT+5:30,44,Male,Few times a month,Clothing and Fashion;others,No,Few times a month,categories,First page,5,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,2,Yes,3,2,Product recommendations,Customer service responsiveness
2023/06/05 10:09:03 PM GMT+5:30,31,Female,Once a month,Home and Kitchen;others,Sometimes,Rarely,others,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Often,Yes,Never,Sometimes,5,No,4,2,User-friendly website/app interface,Reducing packaging waste
2023/06/06 8:46:03 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,5,No,Rarely,others,Sometimes,No,Occasionally,Sometimes,3,Yes,3,3,Product recommendations,Product quality and accuracy
2023/06/06 9:37:33 AM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Reducing packaging waste
2023/06/06 9:39:32 AM GMT+5:30,22,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,5,Sometimes,2,3,Competitive prices,Customer service responsiveness
2023/06/06 9:45:55 AM GMT+5:30,24,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
2023/06/06 9:47:31 AM GMT+5:30,23,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
2023/06/06 9:59:35 AM GMT+5:30,25,Male,Less than once a month,others,Yes,Few times a month,Keyword,Multiple pages,5,Yes,Rarely,others,Never,No,Moderately,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
2023/06/06 10:03:52 AM GMT+5:30,23,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,1,No,2,2,Competitive prices,Customer service responsiveness
2023/06/06 10:07:39 AM GMT+5:30,24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Often,others,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,Competitive prices,Product quality and accuracy
2023/06/06 10:17:06 AM GMT+5:30,24,Female,Few times a month,others,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Yes,3,2,Wide product selection,Customer service responsiveness
2023/06/06 10:19:05 AM GMT+5:30,26,Female,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,2,1,Product recommendations,Shipping speed and reliability
2023/06/06 10:22:47 AM GMT+5:30,25,Female,Less than once a month,Clothing and Fashion,Sometimes,Rarely,categories,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Sometimes,4,3,Wide product selection,Shipping speed and reliability
2023/06/06 10:36:14 AM GMT+5:30,26,Male,Few times a month,Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste
2023/06/06 10:46:31 AM GMT+5:30,29,Male,Less than once a month,others,No,Rarely,Keyword,First page,4,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,Sometimes,4,4,Wide product selection,Product quality and accuracy
2023/06/06 11:20:53 AM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,2,Yes,Often,High shipping costs,Often,Yes,Moderately,Yes,2,Yes,3,4,Competitive prices,Reducing packaging waste
2023/06/06 11:49:21 AM GMT+5:30,30,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,2,Competitive prices,Customer service responsiveness
2023/06/06 12:00:16 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness
2023/06/06 12:52:14 PM GMT+5:30,21,Female,Less than once a month,Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1,Yes,Never,High shipping costs,Never,No,Heavily,Yes,4,Sometimes,3,3,Wide product selection,Reducing packaging waste
2023/06/06 1:06:16 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Yes,2,2,Product recommendations,Product quality and accuracy
2023/06/06 2:07:12 PM GMT+5:30,21,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness
2023/06/06 3:02:38 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,2,Sometimes,2,1,Wide product selection,Shipping speed and reliability
2023/06/06 4:25:49 PM GMT+5:30,27,Male,Once a month,others,Sometimes,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,3,1,Wide product selection,Product quality and accuracy
2023/06/06 4:46:25 PM GMT+5:30,38,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,4,2,Wide product selection,Product quality and accuracy
2023/06/06 5:16:58 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,3,No,2,2,User-friendly website/app interface,Product quality and accuracy
2023/06/06 6:32:00 PM GMT+5:30,38,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,4,No,4,2,Product recommendations,Shipping speed and reliability
2023/06/06 6:32:36 PM GMT+5:30,23,Male,Few times a month,others,No,Few times a week,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,2,Yes,3,3,Competitive prices,Reducing packaging waste
2023/06/06 6:33:23 PM GMT+5:30,24,Male,Once a week,Clothing and Fashion;others,No,Few times a week,categories,First page,2,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,3,No,3,2,Product recommendations,Customer service responsiveness
2023/06/06 6:34:44 PM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,First page,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,2,Yes,3,2,Product recommendations,Customer service responsiveness
2023/06/06 6:35:14 PM GMT+5:30,26,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Yes,2,1,Wide product selection,Customer service responsiveness
2023/06/06 6:35:33 PM GMT+5:30,27,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Filter,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,3,2,Competitive prices,Product quality and accuracy
2023/06/06 6:36:16 PM GMT+5:30,29,Prefer not to say,Once a week,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,2,1,Competitive prices,Customer service responsiveness
2023/06/06 6:37:19 PM GMT+5:30,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Never,No,4,No,3,2,Competitive prices,Reducing packaging waste
2023/06/06 6:37:26 PM GMT+5:30,21,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,Product quality and accuracy
2023/06/06 6:38:03 PM GMT+5:30,36,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Yes,2,3,Product recommendations,Customer service responsiveness
2023/06/06 6:38:45 PM GMT+5:30,44,Female,Few times a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,2,No,Often,High shipping costs,Sometimes,No,Occasionally,No,2,No,2,2,Competitive prices,Customer service responsiveness
2023/06/06 6:38:49 PM GMT+5:30,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,User-friendly website/app interface,Customer service responsiveness
2023/06/06 6:39:26 PM GMT+5:30,30,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,3,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,4,No,3,2,Competitive prices,Product quality and accuracy
2023/06/06 6:40:27 PM GMT+5:30,36,Others,Less than once a month,others,Sometimes,Rarely,others,First page,5,Maybe,Never,others,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,Shipping speed and reliability
2023/06/06 6:40:30 PM GMT+5:30,25,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness
2023/06/06 6:41:11 PM GMT+5:30,20,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,4,Yes,1,1,Wide product selection,Product quality and accuracy
2023/06/06 6:42:00 PM GMT+5:30,35,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,Sometimes,4,3,Product recommendations,Product quality and accuracy
2023/06/06 6:42:07 PM GMT+5:30,42,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy
2023/06/06 6:43:02 PM GMT+5:30,37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,1,1,Product recommendations,Reducing packaging waste
2023/06/06 6:43:32 PM GMT+5:30,28,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,3,Sometimes,2,1,Wide product selection,Customer service responsiveness
2023/06/06 6:44:04 PM GMT+5:30,27,Male,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a week,categories,First page,2,No,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,No,2,2,Competitive prices,Customer service responsiveness
2023/06/06 6:44:50 PM GMT+5:30,45,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,2,No,2,2,Competitive prices,Product quality and accuracy
2023/06/06 6:45:07 PM GMT+5:30,35,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,First page,1,Yes,Rarely,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Competitive prices,Shipping speed and reliability
2023/06/06 6:45:33 PM GMT+5:30,50,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,3,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,2,No,3,2,Competitive prices,Reducing packaging waste
2023/06/06 6:46:14 PM GMT+5:30,54,Female,Few times a month,Beauty and Personal Care;others,No,Few times a week,Keyword,First page,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,No,3,2,Competitive prices,Reducing packaging waste
2023/06/06 6:46:21 PM GMT+5:30,29,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,1,Sometimes,1,1,Competitive prices,Product quality and accuracy
2023/06/06 6:48:26 PM GMT+5:30,63,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Yes,2,Sometimes,3,2,Competitive prices,Customer service responsiveness
2023/06/06 6:51:13 PM GMT+5:30,24,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,2,Sometimes,2,1,Competitive prices,Product quality and accuracy
2023/06/06 6:57:14 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care,No,Rarely,Keyword,Multiple pages,1,Yes,Rarely,High shipping costs,Often,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Shipping speed and reliability
2023/06/06 7:02:21 PM GMT+5:30,26,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Occasionally,Yes,5,Yes,1,1,Wide product selection,Product quality and accuracy
2023/06/06 7:08:47 PM GMT+5:30,29,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,3,Yes,1,1,Competitive prices,Shipping speed and reliability
2023/06/06 7:10:14 PM GMT+5:30,46,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,No,2,Yes,3,2,Competitive prices,Reducing packaging waste
2023/06/06 7:10:55 PM GMT+5:30,24,Male,Less than once a month,others,No,Few times a month,Keyword,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,4,5,Wide product selection,Nil
2023/06/06 7:11:13 PM GMT+5:30,33,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,No,Occasionally,No,2,No,2,2,Competitive prices,Reducing packaging waste
2023/06/06 7:11:46 PM GMT+5:30,33,Female,Once a week,Beauty and Personal Care;others,No,Few times a week,Filter,First page,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,2,Yes,1,1,Product recommendations,Shipping speed and reliability
2023/06/06 7:12:54 PM GMT+5:30,31,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,3,No,5,4,Wide product selection,Shipping speed and reliability
2023/06/06 7:15:48 PM GMT+5:30,40,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,2,No,Always,High shipping costs,Often,No,Occasionally,No,1,Yes,1,2,Product recommendations,Reducing packaging waste
2023/06/06 7:16:28 PM GMT+5:30,37,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,2,No,3,4,Product recommendations,Customer service responsiveness
2023/06/06 7:17:17 PM GMT+5:30,25,Prefer not to say,Few times a month,Beauty and Personal Care,No,Rarely,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,No,2,No,3,2,User-friendly website/app interface,Product quality and accuracy
2023/06/06 7:18:01 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness
2023/06/06 7:18:52 PM GMT+5:30,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Rarely,No,4,No,4,4,Competitive prices,Reducing packaging waste
2023/06/06 7:19:43 PM GMT+5:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,No,Never,others,Rarely,No,Occasionally,No,4,No,4,4,Product recommendations,Shipping speed and reliability
2023/06/06 7:20:35 PM GMT+5:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,No,2,3,Wide product selection,Product quality and accuracy
2023/06/06 7:21:26 PM GMT+5:30,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,3,2,Wide product selection,Customer service responsiveness
2023/06/06 7:22:31 PM GMT+5:30,18,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,No,1,No,2,1,Wide product selection,Product quality and accuracy
2023/06/06 7:23:25 PM GMT+5:30,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,No,2,No,2,2,Wide product selection,Customer service responsiveness
2023/06/06 7:31:34 PM GMT+5:30,27,Female,Once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Shipping speed and reliability
2023/06/06 7:39:44 PM GMT+5:30,23,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,5,2,Wide product selection,Product quality and accuracy
2023/06/06 7:40:11 PM GMT+5:30,35,Female,Few times a month,Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,4,2,Product recommendations,Reducing packaging waste
2023/06/06 7:40:53 PM GMT+5:30,57,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,Sometimes,3,1,Product recommendations,Reducing packaging waste
2023/06/06 7:41:36 PM GMT+5:30,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,No,2,2,Competitive prices,Product quality and accuracy
2023/06/06 7:42:13 PM GMT+5:30,26,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Heavily,No,2,No,2,2,Wide product selection,Shipping speed and reliability
2023/06/06 7:42:51 PM GMT+5:30,46,Male,Once a week,Beauty and Personal Care,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,No,2,2,Competitive prices,Customer service responsiveness
2023/06/06 7:46:27 PM GMT+5:30,26,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,others,Often,Yes,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Add more familiar brands to the list
2023/06/06 7:54:19 PM GMT+5:30,24,Male,Once a month,others,No,Few times a month,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Yes,3,2,User-friendly website/app interface,Shipping speed and reliability
2023/06/06 8:01:47 PM GMT+5:30,26,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability
2023/06/06 8:08:19 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,Maybe,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,2,Wide product selection,Shipping speed and reliability
2023/06/06 8:55:08 PM GMT+5:30,22,Female,Few times a month,Beauty and Personal Care,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,1,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/06 8:56:17 PM GMT+5:30,24,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,3,Product recommendations,Customer service responsiveness
2023/06/06 8:57:23 PM GMT+5:30,25,Male,Multiple times a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,3,3,Competitive prices,Reducing packaging waste
2023/06/06 9:08:20 PM GMT+5:30,22,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a week,others,First page,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
2023/06/06 9:08:39 PM GMT+5:30,27,Male,Once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability
2023/06/06 11:06:30 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,Competitive prices,Shipping speed and reliability
2023/06/06 11:28:31 PM GMT+5:30,24,Male,Less than once a month,Clothing and Fashion,No,Few times a month,categories,First page,1,Maybe,Sometimes,High shipping costs,Never,No,Heavily,Yes,3,Yes,3,3,User-friendly website/app interface,Product quality and accuracy
2023/06/07 12:58:28 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care,No,Rarely,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,No,3,3,Competitive prices,Product quality and accuracy
2023/06/07 3:08:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Yes,3,4,User-friendly website/app interface,Product quality and accuracy
2023/06/07 6:09:58 AM GMT+5:30,23,Male,Once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,3,No,3,3,Competitive prices,UI
2023/06/07 9:19:23 AM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste
2023/06/07 9:20:34 AM GMT+5:30,21,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,categories,First page,5,Maybe,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,3,3,User-friendly website/app interface,Customer service responsiveness
2023/06/07 9:24:31 AM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,Sometimes,3,4,Wide product selection,Customer service responsiveness
2023/06/07 9:25:35 AM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
2023/06/07 9:27:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness
2023/06/07 9:28:09 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness
2023/06/07 9:32:38 AM GMT+5:30,21,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,No,3,3,Competitive prices,Customer service responsiveness
2023/06/07 10:56:11 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Sometimes,3,3,Competitive prices,Product quality and accuracy
